YearsCode,Gender,Julia,Education,Age,Rust,SQL,R,YearsCodeProfessional,Python,C,LISP,Blockchain,Clojure,Sexuality,SalaryUSD,Java,Ethnicity,Cplusplus,Background,JavaScript,HTML_CSS
9,Man,no,"Other doctoral degree (Ph.D., Ed.D., etc.)",25-34 years old,yes,no,no,0,yes,yes,no,Very unfavorable,no,Straight / Heterosexual,175000,no,Asian,no,I am a developer by profession,no,no
20,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,11,no,no,no,Very unfavorable,no,Straight / Heterosexual,185000,no,White,no,I am a developer by profession,no,no
9,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,7,yes,no,no,Unfavorable,no,Straight / Heterosexual,260000,no,White,no,I am a developer by profession,yes,yes
12,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,yes,yes,no,4,yes,no,no,Unfavorable,no,Straight / Heterosexual,120000,no,White,yes,I am a developer by profession,no,yes
27,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,no,no,no,25,no,yes,no,Unfavorable,no,Straight / Heterosexual,250000,yes,White,no,I am a developer by profession,yes,no
25,Man,no,Some college/university study without earning a degree,35-44 years old,no,yes,no,16,no,no,no,Very unfavorable,no,Straight / Heterosexual,121000,no,White,no,I am a developer by profession,yes,yes
12,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,6,no,no,no,Very unfavorable,no,Straight / Heterosexual,85000,yes,White,no,I am a developer by profession,no,no
16,Man,no,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25-34 years old,yes,yes,no,10,yes,no,no,Very unfavorable,no,Straight / Heterosexual,155000,no,White,no,I am a developer by profession,yes,no
15,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,8,no,no,no,Very unfavorable,no,Straight / Heterosexual,280000,no,White,no,I am a developer by profession,yes,yes
14,Woman,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,yes,no,no,4,yes,no,no,Very unfavorable,no,Gay or Lesbian,140000,no,Asian,no,I am a developer by profession,yes,yes
7,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,4,no,no,no,Unfavorable,no,Straight / Heterosexual,170000,no,White,no,I am a developer by profession,yes,yes
15,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,yes,yes,no,9,yes,no,no,Unfavorable,no,Straight / Heterosexual,185000,yes,White,no,I am a developer by profession,yes,no
11,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,4,no,no,no,Very favorable,no,Straight / Heterosexual,91000,yes,White,no,I am a developer by profession,yes,yes
7,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,5,no,no,no,Indifferent,no,Straight / Heterosexual,95000,yes,Hispanic or Latino/a,no,I am a developer by profession,no,no
37,Man,no,Some college/university study without earning a degree,45-54 years old,yes,yes,no,29,yes,no,no,Very unfavorable,no,Straight / Heterosexual,316000,no,White,no,I am a developer by profession,yes,no
18,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,14,yes,no,no,Favorable,no,Straight / Heterosexual,160000,yes,White,no,I am a developer by profession,no,yes
24,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,yes,yes,no,14,yes,yes,no,Very unfavorable,no,Straight / Heterosexual,125000,no,White,no,I am a developer by profession,yes,no
15,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,yes,yes,yes,14,yes,yes,no,Very unfavorable,no,Straight / Heterosexual,275500,yes,Hispanic or Latino/a,yes,I am a developer by profession,yes,yes
16,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,12,no,no,no,Unfavorable,no,Straight / Heterosexual,150000,yes,White,no,I am a developer by profession,yes,yes
20,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,yes,no,no,14,no,no,no,Unfavorable,no,Straight / Heterosexual,215000,no,White,no,I am a developer by profession,yes,no
20,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,no,yes,no,13,no,no,no,Very favorable,no,Straight / Heterosexual,155000,no,White,no,I am a developer by profession,yes,yes
7,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,yes,yes,no,5,yes,yes,no,Very unfavorable,no,Straight / Heterosexual,325000,no,White,yes,I am a developer by profession,no,no
4,Woman,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,no,no,3,no,no,no,Very unfavorable,no,Straight / Heterosexual,136000,no,White,no,I am a developer by profession,yes,yes
8,Man,no,"Associate degree (A.A., A.S., etc.)",25-34 years old,yes,no,no,5,yes,no,no,Very unfavorable,no,Straight / Heterosexual,120000,yes,White,no,I am a developer by profession,yes,no
6,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,4,no,no,no,Favorable,no,Straight / Heterosexual,110000,no,White,yes,I am a developer by profession,yes,yes
25,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,yes,no,no,23,yes,no,no,Indifferent,no,Straight / Heterosexual,300000,no,White,yes,I am a developer by profession,no,no
21,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,17,yes,no,no,Very unfavorable,no,Straight / Heterosexual,95000,yes,White,no,I am a developer by profession,yes,yes
11,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,yes,no,8,no,no,no,Unfavorable,no,Straight / Heterosexual,125000,yes,White,no,I am a developer by profession,yes,yes
7,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,yes,no,no,6,yes,no,no,Very unfavorable,no,Straight / Heterosexual,98900,no,North American,no,I am a developer by profession,yes,no
7,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,yes,yes,no,3,no,no,no,Very unfavorable,no,Straight / Heterosexual,177000,yes,White,no,I am a developer by profession,no,no
7,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,no,no,no,2,no,no,no,Unfavorable,no,Straight / Heterosexual,72000,no,White,yes,I am a developer by profession,no,no
10,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,8,yes,no,no,Very unfavorable,no,Bisexual,152000,no,White,no,I am a developer by profession,yes,no
15,Man,no,"Associate degree (A.A., A.S., etc.)",35-44 years old,no,yes,no,13,yes,no,no,Very unfavorable,no,Straight / Heterosexual,360000,no,White,no,I am a developer by profession,yes,yes
11,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,yes,yes,no,9,no,no,no,Indifferent,no,Gay or Lesbian,115000,no,White,no,I am a developer by profession,yes,yes
19,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,15,no,no,no,Unfavorable,no,Straight / Heterosexual,200000,yes,White,no,I am a developer by profession,yes,yes
34,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,17,no,no,no,Very unfavorable,no,Straight / Heterosexual,110000,yes,White,no,I am a developer by profession,yes,yes
6,Man,no,Some college/university study without earning a degree,18-24 years old,no,no,no,5,no,no,no,Unfavorable,no,Straight / Heterosexual,330000,no,White,no,I am a developer by profession,yes,yes
35,Man,no,Some college/university study without earning a degree,55-64 years old,yes,yes,no,32,no,no,no,Very unfavorable,no,Straight / Heterosexual,245000,no,White,yes,I am a developer by profession,no,no
18,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,no,no,14,yes,yes,no,Unfavorable,no,Straight / Heterosexual,110000,no,White,yes,I am a developer by profession,yes,no
20,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,no,no,no,5,no,no,no,Very unfavorable,no,Straight / Heterosexual,165000,no,White,no,"I am not primarily a developer, but I write code sometimes as part of my work",yes,yes
4,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,1,yes,no,no,Very unfavorable,no,Straight / Heterosexual,85000,yes,Hispanic or Latino/a,no,I am a developer by profession,yes,yes
7,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,no,no,3,yes,yes,no,Very unfavorable,no,Straight / Heterosexual,135000,no,White,yes,I am a developer by profession,no,no
12,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,yes,yes,no,9,yes,no,no,Indifferent,no,Straight / Heterosexual,190000,yes,White,no,I am a developer by profession,yes,no
21,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,yes,yes,no,13,yes,no,no,Very unfavorable,no,Straight / Heterosexual,196000,yes,White,no,I am a developer by profession,no,no
14,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,11,no,no,no,Very unfavorable,no,Straight / Heterosexual,140000,yes,Hispanic or Latino/a,no,I am a developer by profession,yes,yes
30,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,no,yes,no,14,yes,no,no,Very unfavorable,no,Straight / Heterosexual,200000,no,White,no,I am a developer by profession,no,no
23,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,yes,no,17,no,no,no,Very unfavorable,no,Straight / Heterosexual,200000,no,White,no,I am a developer by profession,no,no
16,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,yes,no,no,10,yes,yes,no,Very unfavorable,no,Straight / Heterosexual,200000,no,White,yes,I am a developer by profession,yes,yes
4,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,3,no,no,no,Unfavorable,no,Straight / Heterosexual,105000,no,White,no,I am a developer by profession,yes,yes
8,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,7,no,no,no,Favorable,no,Straight / Heterosexual,153000,no,White,no,I am a developer by profession,yes,no
3,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,yes,no,no,1,yes,yes,no,Unfavorable,no,Straight / Heterosexual,90000,no,White,yes,I am a developer by profession,yes,yes
30,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,yes,yes,no,22,yes,no,no,Indifferent,no,Straight / Heterosexual,187000,no,White,no,I am a developer by profession,yes,no
15,Man,no,Some college/university study without earning a degree,35-44 years old,no,yes,no,15,no,no,no,Indifferent,no,Straight / Heterosexual,209000,no,North American,no,I am a developer by profession,yes,yes
23,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,no,yes,no,12,yes,no,yes,Very unfavorable,no,Straight / Heterosexual,300000,no,White,yes,I am a developer by profession,no,yes
18,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,yes,no,no,5,no,no,no,Very unfavorable,no,Straight / Heterosexual,305000,no,White,no,I am a developer by profession,no,no
6,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,3,no,no,no,Indifferent,no,Straight / Heterosexual,78000,yes,North American,no,I am a developer by profession,yes,yes
7,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,5,no,no,no,Very unfavorable,yes,Bisexual,109000,no,White,no,I am a developer by profession,no,no
8,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,4,yes,no,no,Very unfavorable,no,Straight / Heterosexual,105000,no,White,no,I am a developer by profession,yes,yes
20,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,yes,yes,no,8,no,no,yes,Unfavorable,no,Straight / Heterosexual,150000,no,White,no,I am a developer by profession,yes,no
7,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,yes,no,no,3,no,no,no,Favorable,no,Straight / Heterosexual,250000,yes,White,no,I am a developer by profession,yes,yes
8,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,6,no,no,no,Unfavorable,no,Straight / Heterosexual,115000,yes,White,no,I am a developer by profession,no,no
13,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,yes,no,no,5,yes,no,no,Unfavorable,no,Straight / Heterosexual,100000,no,White,no,I am a developer by profession,no,yes
16,Man,no,Some college/university study without earning a degree,35-44 years old,yes,yes,no,15,yes,no,no,Unfavorable,no,Straight / Heterosexual,133000,no,White,no,I am a developer by profession,no,no
9,Man,no,"Other doctoral degree (Ph.D., Ed.D., etc.)",25-34 years old,yes,no,yes,2,yes,no,no,Very unfavorable,no,Gay or Lesbian,167000,no,White,no,I am a developer by profession,yes,no
8,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,0,yes,no,no,Very unfavorable,no,Straight / Heterosexual,140000,yes,White,no,I am a developer by profession,yes,yes
20,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,no,no,no,9,no,no,no,Very unfavorable,no,Straight / Heterosexual,275000,no,White,yes,I am a developer by profession,no,no
6,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,yes,yes,no,4,yes,no,no,Unsure,no,Straight / Heterosexual,184000,yes,White,no,I am a developer by profession,yes,no
15,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,no,no,no,9,no,no,no,Indifferent,no,Straight / Heterosexual,177000,no,Asian,no,I am a developer by profession,no,no
3,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,2,no,no,no,Unfavorable,no,Straight / Heterosexual,90000,no,White,no,I am a developer by profession,yes,no
15,Man,no,Some college/university study without earning a degree,25-34 years old,no,yes,no,12,no,no,no,Very favorable,no,Straight / Heterosexual,176000,no,White,no,I am a developer by profession,yes,yes
12,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,no,no,no,4,yes,yes,no,Unfavorable,no,Straight / Heterosexual,122000,no,White,yes,I am a developer by profession,no,no
15,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,yes,no,no,10,yes,no,no,Favorable,no,Straight / Heterosexual,132000,no,White,no,I am a developer by profession,yes,no
2,Man,no,Some college/university study without earning a degree,25-34 years old,no,yes,no,7,no,no,no,Unfavorable,no,Straight / Heterosexual,160000,yes,Asian,no,"I am not primarily a developer, but I write code sometimes as part of my work",yes,no
20,Man,no,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25-34 years old,yes,yes,no,18,yes,no,no,Favorable,no,Bisexual,320000,no,White,no,I am a developer by profession,yes,yes
17,Man,no,"Other doctoral degree (Ph.D., Ed.D., etc.)",25-34 years old,yes,yes,no,8,yes,no,no,Indifferent,no,Straight / Heterosexual,125350,no,White,no,I am a developer by profession,no,yes
11,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,yes,no,no,10,yes,no,no,Very unfavorable,no,Straight / Heterosexual,150000,no,Asian,no,I am a developer by profession,yes,no
14,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,no,no,10,yes,no,no,Indifferent,no,Straight / Heterosexual,190000,no,White,no,I am a developer by profession,yes,no
5,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,yes,yes,no,2,yes,yes,no,Favorable,no,Straight / Heterosexual,145000,yes,White,no,I am a developer by profession,no,no
6,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,yes,no,no,6,yes,yes,no,Indifferent,no,Straight / Heterosexual,300000,no,North American,yes,I am a developer by profession,no,yes
5,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,yes,yes,no,0,no,yes,no,Indifferent,no,Straight / Heterosexual,148000,yes,White,yes,I am a developer by profession,yes,no
5,Man,no,"Associate degree (A.A., A.S., etc.)",25-34 years old,no,yes,no,2,no,no,no,Indifferent,no,Straight / Heterosexual,156000,no,Hispanic or Latino/a,no,I am a developer by profession,yes,no
27,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",35-44 years old,no,yes,no,25,yes,yes,no,Indifferent,no,Straight / Heterosexual,60000,no,White,yes,I am a developer by profession,no,no
45,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",45-54 years old,no,no,no,34,yes,yes,yes,Unfavorable,yes,Straight / Heterosexual,175000,yes,White,yes,I am a developer by profession,yes,yes
20,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,yes,yes,no,12,no,no,yes,Unfavorable,no,Straight / Heterosexual,130000,no,White,no,I am a developer by profession,yes,no
12,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",35-44 years old,no,no,no,8,no,no,no,Indifferent,no,Straight / Heterosexual,105000,no,White,no,I am a developer by profession,no,yes
9,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",25-34 years old,no,yes,no,4,yes,no,no,Very unfavorable,no,Straight / Heterosexual,260000,yes,Hispanic or Latino/a,no,I am a developer by profession,yes,yes
7,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",18-24 years old,no,yes,no,2,yes,no,no,Very unfavorable,no,Straight / Heterosexual,140000,no,White,yes,I am a developer by profession,no,no
14,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",25-34 years old,yes,yes,yes,6,yes,yes,no,Very unfavorable,no,Straight / Heterosexual,150000,yes,White,yes,I am a developer by profession,yes,yes
20,Man,no,"Associate degree (A.A., A.S., etc.)",25-34 years old,no,yes,no,14,yes,no,no,Favorable,no,Straight / Heterosexual,100000,no,White,yes,I am a developer by profession,yes,yes
25,Man,no,"Master???s degree (M.A., M.S., M.Eng., MBA, etc.)",45-54 years old,no,yes,no,25,yes,no,no,Unfavorable,no,Straight / Heterosexual,240000,no,Indian,no,"I am not primarily a developer, but I write code sometimes as part of my work",yes,yes
10,Man,no,"Bachelor???s degree (B.A., B.S., B.Eng., etc.)",18-24 years old,no,no,no,4,yes,yes,no,Very unfavorable,no,Straight / Heterosexual,85000,no,White,no,"I am not primarily a developer, but I write code sometimes as part of my work",no,no
